"30"	0.2561075875029364
"104"	0.2000665778961385
"187"	0.17978913134704155
"109"	0.17861970356364326
"5"	0.17356764564275398
"172"	0.17223686242471645
"117"	0.16546115321544114
"176"	0.15889955267208697
"201"	0.1516472849404958
"58"	0.1439182666523652
"199"	0.1402469488259225
"122"	0.13240255677287155
"138"	0.13191299589407043
"52"	0.1290360194620551
"175"	0.12772307760082802
"210"	0.12696291028237955
"191"	0.12487168062809874
"87"	0.12471673086151491
"125"	0.12389238738129665
"16"	0.12347342980892848
"84"	0.12333321182517411
"13"	0.12263264632331612
"178"	0.12194781013939357
"194"	0.12129343435403851
"33"	0.1207112856496392
"162"	0.12066632396777968
"40"	0.12031726919562695
"54"	0.12031650579198333
"234"	0.12013283079338676
"249"	0.11990213646578568
"107"	0.11974753027210869
"246"	0.11961317882515325
"1"	0.11931462821703752
"23"	0.1189364286678363
"231"	0.11887862152231259
"113"	0.1185477269333295
"170"	0.1180831528208515
"79"	0.11800406819635387
"252"	0.11791966686185082
"114"	0.11737171385691993
"118"	0.117289635611784
"66"	0.11716659766188377
"255"	0.116856995154605
"88"	0.11647722217055755
"158"	0.11639038989025495
"184"	0.11633468693321354
"15"	0.11600468842514827
"233"	0.11587691604667313
"224"	0.11526880032060803
"148"	0.11466547302828642
"90"	0.11445563465162453
"68"	0.11443748108064017
"209"	0.11438950713872285
"143"	0.11408622408855416
"211"	0.11399355397938783
"258"	0.1139741510603605
"263"	0.11388129538364372
"161"	0.1135904923420562
"64"	0.11356366975963504
"262"	0.11338221978064936
"257"	0.11311365670211532
"181"	0.11303400885954355
"144"	0.11283013521681855
"166"	0.11278675284164652
"137"	0.11277472565909111
"76"	0.11266074016140196
"264"	0.1126524261769814
"229"	0.11256386704257908
"142"	0.11242578567601781
"265"	0.11224718082317688
"163"	0.1122216404625743
"164"	0.11217684253727327
"96"	0.1121530638158179
"189"	0.11197515428642664
"106"	0.11182299192052908
"239"	0.11135965083680811
"140"	0.11118444211801792
"236"	0.11108195526237805
"123"	0.11055898094072233
"238"	0.11044770762980695
"80"	0.11027187700902125
"93"	0.11009789332101724
"237"	0.10990442459357036
"186"	0.10977067019581674
"112"	0.10939659242523825
"86"	0.10935811216524569
"25"	0.10931197115088633
"50"	0.10916652254471922
"8"	0.10862824529869552
"256"	0.10853673778730297
"215"	0.1082922167109182
"70"	0.10788380927813053
"141"	0.1076819360709221
"261"	0.10766619243087415
"10"	0.10761668826560165
"230"	0.10760970767263443
